Model_index Run_id Replica_id Frame_id GaussianEMRestraint_None_CCC ConnectivityRestraint_Score ExcludedVolumeSphere_Score GaussianEMRestraint_None Total_Score
9922 46 1 48 0.65 0.54 4.95 461.86 467.35
9923 46 1 50 0.65 0.02 5.30 462.19 467.52
9924 46 1 52 0.65 0.00 4.97 465.72 470.69
9925 46 1 53 0.65 6.16 6.57 455.35 468.07
9926 46 1 54 0.65 0.54 6.26 466.49 473.29
9927 46 1 56 0.65 2.03 6.16 465.93 474.13
9928 46 1 57 0.65 0.12 3.48 459.20 462.80
9929 46 1 59 0.65 2.16 4.74 463.87 470.78
9930 46 1 61 0.65 0.83 9.90 466.96 477.70
9931 46 1 63 0.65 0.01 3.33 458.22 461.56
9932 46 1 64 0.65 0.09 3.87 460.47 464.43
9933 46 1 65 0.65 0.86 5.02 460.11 465.99
9934 46 1 67 0.65 0.68 6.30 463.05 470.03
9935 46 1 68 0.65 0.00 4.65 466.45 471.09
9936 46 1 69 0.65 4.54 6.69 461.24 472.47
9937 46 1 70 0.65 2.68 3.49 457.60 463.77
9938 46 1 72 0.65 0.00 6.82 464.54 471.36
9939 46 1 73 0.65 0.03 8.61 466.27 474.91
9940 46 1 74 0.65 0.58 8.57 467.35 476.50
9941 46 1 76 0.65 0.68 7.81 456.26 464.76
9942 46 1 77 0.65 2.69 6.34 459.76 468.79
9943 46 1 78 0.65 1.61 5.22 456.09 462.92
9944 46 1 80 0.65 0.05 5.26 460.19 465.49
9945 46 1 81 0.65 1.85 6.28 464.91 473.04
9946 46 1 82 0.66 0.48 3.74 453.75 457.97
9947 46 1 84 0.65 0.04 6.11 463.64 469.78
9948 46 1 85 0.66 1.14 5.45 453.93 460.51
9949 46 1 86 0.65 0.53 4.69 458.56 463.78
9950 46 1 87 0.65 1.60 4.14 460.81 466.55
9951 46 1 88 0.65 0.08 5.45 456.03 461.57
9952 46 1 89 0.65 0.00 7.94 456.28 464.23
9953 46 1 90 0.65 1.10 7.57 459.84 468.52
9954 46 1 91 0.65 0.58 6.63 455.97 463.18
9955 46 1 92 0.65 0.07 4.69 466.14 470.89
9956 46 1 93 0.65 0.44 9.57 459.89 469.90
9957 46 1 94 0.65 2.05 5.81 460.72 468.58
9958 46 1 95 0.65 0.70 3.29 456.99 460.98
9959 46 1 97 0.65 4.32 2.08 465.24 471.63
9960 46 2 0 0.65 0.01 5.26 459.01 464.29
9961 46 2 1 0.65 0.87 4.93 464.55 470.35
9962 46 2 2 0.65 1.50 5.47 465.28 472.26
9963 46 2 4 0.65 3.48 5.99 467.26 476.73
9964 46 2 5 0.65 0.86 3.53 463.44 467.83
9965 46 2 6 0.65 0.36 8.69 461.80 470.85
9966 46 2 7 0.65 1.29 4.25 463.35 468.89
9967 46 2 8 0.65 1.13 3.90 462.17 467.20
9968 46 2 9 0.65 1.06 7.88 465.09 474.02
9969 46 2 10 0.65 0.23 3.17 465.24 468.64
9970 46 2 11 0.65 0.14 4.74 462.22 467.10
9971 46 2 14 0.65 1.99 6.82 456.18 464.99
9972 46 2 15 0.65 2.09 4.73 462.27 469.10
9973 46 2 16 0.65 0.05 3.93 466.68 470.66
9974 46 2 17 0.65 0.69 2.20 460.27 463.16
9975 46 2 18 0.65 2.77 5.19 459.45 467.41
9976 46 2 19 0.65 0.99 2.97 465.95 469.91
9977 46 2 20 0.65 0.54 6.52 466.88 473.93
9978 46 2 21 0.65 1.68 4.91 459.12 465.71
9979 46 2 24 0.65 0.50 5.33 466.50 472.32
9980 46 2 25 0.65 1.51 2.65 462.56 466.72
9981 46 2 26 0.65 5.36 7.68 467.28 480.32
9982 46 2 27 0.65 2.29 3.90 467.01 473.21
9983 46 2 28 0.65 2.45 5.58 458.57 466.60
9984 46 2 30 0.65 1.09 2.76 456.45 460.30
9985 46 2 32 0.65 1.26 5.48 466.00 472.75
9986 46 2 34 0.65 0.27 4.66 460.13 465.06
9987 46 2 35 0.65 2.65 6.92 457.71 467.28
9988 46 2 36 0.65 0.75 6.50 461.69 468.93
9989 46 2 37 0.65 2.29 1.93 462.58 466.80
9990 46 2 38 0.65 0.42 3.14 459.84 463.40
9991 46 2 39 0.65 0.00 2.36 465.71 468.07
9992 46 2 41 0.65 1.49 3.58 462.75 467.82
9993 46 2 44 0.65 0.11 6.30 460.72 467.13
9994 46 2 45 0.65 0.57 6.80 463.54 470.91
9995 46 2 46 0.65 2.70 2.92 461.27 466.89
9996 46 2 47 0.65 0.66 4.17 465.83 470.66
9997 46 2 48 0.65 0.03 5.04 465.56 470.63
9998 46 2 50 0.65 2.17 5.62 465.19 472.98
9999 46 2 51 0.65 1.73 6.29 459.55 467.57
10000 46 2 52 0.65 1.57 10.00 459.74 471.31
10001 46 2 53 0.66 2.56 3.70 448.98 455.24
10002 46 2 55 0.65 0.00 4.05 458.24 462.29
10003 46 2 56 0.66 2.48 4.58 452.86 459.92
10004 46 2 57 0.66 0.03 4.12 453.74 457.89
10005 46 2 58 0.65 4.17 6.85 461.66 472.67
10006 46 2 59 0.65 4.83 5.88 467.06 477.78
10007 46 2 60 0.65 0.00 8.62 456.00 464.62
10008 46 2 61 0.65 4.25 5.02 459.59 468.85
10009 46 2 62 0.65 0.21 7.25 464.82 472.28
10010 46 2 63 0.65 0.48 5.55 462.25 468.28
10011 46 2 64 0.65 0.52 2.10 463.63 466.25
10012 46 2 65 0.66 1.30 5.82 452.79 459.91
10013 46 2 68 0.65 2.42 4.41 459.15 465.98
10014 46 2 69 0.65 3.43 6.39 459.93 469.75
10015 46 2 70 0.65 1.58 4.97 462.94 469.50
10016 46 2 71 0.65 5.61 3.57 457.04 466.22
10017 46 2 72 0.65 0.27 3.98 467.46 471.71
10018 46 2 73 0.65 1.08 3.30 460.06 464.44
10019 46 2 74 0.65 0.35 5.31 457.50 463.16
10020 46 2 75 0.65 0.82 6.13 464.35 471.30
10021 46 2 76 0.65 2.00 5.45 459.68 467.13
10022 46 2 77 0.65 0.68 3.55 456.89 461.12
10023 46 2 78 0.65 1.59 7.64 461.33 470.57
10024 46 2 79 0.65 1.55 2.79 461.55 465.89
10025 46 2 80 0.65 0.11 1.99 458.88 460.99
10026 46 2 81 0.65 0.50 8.17 463.52 472.19
10027 46 2 82 0.65 1.86 4.68 464.20 470.74
10028 46 2 83 0.65 1.65 6.73 466.54 474.92
10029 46 2 84 0.65 0.00 4.51 464.00 468.51
10030 46 2 85 0.65 2.06 2.28 467.25 471.58
10031 46 2 86 0.65 0.91 4.59 467.84 473.33
10032 46 2 87 0.65 1.91 9.14 461.36 472.41
10033 46 2 88 0.65 2.14 4.35 463.12 469.61
10034 46 2 89 0.65 5.89 5.76 457.45 469.10
10035 46 5 2 0.65 0.46 3.68 459.32 463.46
10036 46 5 3 0.65 0.88 8.01 459.17 468.06
10037 46 5 5 0.65 1.23 3.55 465.18 469.95
10038 46 5 7 0.65 0.02 5.36 463.64 469.02
10039 46 5 11 0.65 2.51 7.25 465.76 475.52
10040 46 5 12 0.65 0.75 6.42 460.86 468.03
10041 46 5 13 0.65 0.77 7.66 461.65 470.08
10042 46 5 15 0.65 1.55 6.48 461.22 469.25
10043 46 5 16 0.65 2.49 8.58 464.78 475.85
10044 46 5 17 0.65 1.83 5.10 464.29 471.21
10045 46 5 20 0.65 1.95 6.08 463.81 471.85
10046 46 5 21 0.65 0.91 3.26 465.02 469.20
10047 46 5 23 0.65 0.01 5.55 466.62 472.18
10048 46 5 25 0.65 2.35 2.27 464.61 469.23
10049 46 5 26 0.65 1.70 7.11 465.16 473.97
10050 46 5 27 0.65 1.32 5.34 457.30 463.95
10051 46 5 29 0.65 1.01 5.97 464.27 471.25
10052 46 5 32 0.65 0.65 2.87 455.73 459.26
10053 46 5 34 0.65 1.53 4.10 465.44 471.07
10054 46 5 35 0.65 3.38 6.48 457.11 466.97
10055 46 5 36 0.65 2.79 4.50 458.32 465.61
10056 46 5 37 0.65 1.59 4.65 467.04 473.28
10057 46 5 38 0.65 0.03 5.18 463.26 468.47
10058 46 5 40 0.65 2.12 5.80 462.76 470.68
10059 46 5 41 0.65 1.52 12.14 466.63 480.29
10060 46 5 44 0.65 0.44 7.80 464.85 473.09
10061 46 5 45 0.65 1.16 10.26 463.04 474.45
10062 46 5 47 0.66 1.56 6.16 451.36 459.07
10063 46 5 48 0.66 0.06 9.69 452.07 461.81
10064 46 5 49 0.65 0.90 7.89 458.32 467.10
10065 46 5 50 0.65 1.18 2.91 459.90 463.99
10066 46 5 51 0.65 0.91 7.95 456.76 465.62
10067 46 5 52 0.65 2.60 4.69 462.41 469.70
10068 46 5 53 0.65 1.50 4.26 466.75 472.51
10069 46 5 54 0.65 0.66 3.45 465.45 469.55
10070 46 5 55 0.65 0.00 7.58 459.11 466.68
10071 46 5 56 0.65 1.66 10.88 460.06 472.60
10072 46 5 57 0.65 1.40 3.57 467.42 472.39
10073 46 5 58 0.65 1.61 3.86 456.57 462.05
10074 46 5 59 0.65 0.94 2.87 463.09 466.91
10075 46 5 60 0.65 0.01 4.82 459.47 464.30
10076 46 5 61 0.65 1.53 8.26 462.85 472.65
10077 46 5 62 0.65 0.69 5.58 457.17 463.45
10078 46 5 63 0.65 0.39 7.13 461.65 469.17
10079 46 5 64 0.65 3.96 7.03 456.02 467.00
10080 46 5 65 0.65 0.44 7.18 458.53 466.15
10081 46 5 66 0.65 0.49 5.78 467.77 474.04
10082 46 5 70 0.65 0.01 3.69 461.83 465.53
10083 46 5 73 0.65 4.25 4.69 461.97 470.91
10084 46 5 74 0.65 1.69 6.75 466.46 474.89
10085 46 5 76 0.65 1.98 7.51 462.53 472.01
10086 46 5 77 0.65 0.10 5.59 463.63 469.33
10087 46 5 78 0.65 4.08 7.52 454.94 466.54
10088 46 5 79 0.65 0.83 11.84 455.31 467.98
10089 46 5 80 0.65 2.34 7.09 456.55 465.98
10090 46 5 81 0.65 2.03 11.82 465.88 479.73
10091 46 5 82 0.65 1.85 10.31 456.87 469.03
10092 46 5 83 0.65 1.28 6.86 465.68 473.82
10093 46 5 84 0.65 1.25 8.87 458.45 468.57
10094 46 5 85 0.65 2.70 3.21 460.89 466.80
10095 46 5 86 0.65 0.85 9.97 466.48 477.30
10096 46 5 88 0.65 4.74 5.40 459.51 469.66
10097 46 5 89 0.65 0.00 3.24 464.60 467.84
10098 46 5 90 0.65 1.06 3.52 460.59 465.17
10099 46 5 92 0.65 2.35 2.26 457.68 462.29
10100 46 5 93 0.65 4.35 6.11 460.25 470.71
10101 46 5 94 0.65 2.52 4.07 457.70 464.30
10102 46 5 95 0.65 0.00 3.39 460.14 463.54
10103 46 5 99 0.65 2.58 3.23 463.08 468.89
10104 46 5 100 0.65 0.02 5.98 466.15 472.14
10105 46 5 101 0.65 0.00 4.96 465.76 470.73
10106 46 5 102 0.65 0.18 5.47 463.89 469.55
10107 46 5 103 0.65 0.01 5.41 466.96 472.38
10108 46 5 104 0.65 1.63 6.41 462.96 471.00
10109 46 5 105 0.65 1.04 8.15 454.12 463.32
10110 46 5 106 0.65 0.20 1.65 461.70 463.54
10111 46 5 107 0.66 0.03 6.89 451.43 458.34
10112 46 5 108 0.65 1.87 5.52 460.41 467.80
10113 46 5 109 0.65 0.02 7.99 464.20 472.22
10114 46 5 112 0.65 1.17 4.37 456.96 462.51
10115 46 5 113 0.65 1.51 6.12 463.79 471.42
10116 46 5 114 0.65 1.38 7.38 464.19 472.95
10117 46 5 115 0.65 2.38 5.93 457.13 465.44
10118 46 5 116 0.65 0.66 8.41 464.77 473.84
10119 46 5 117 0.65 1.18 11.39 467.26 479.83
10120 46 5 118 0.65 0.53 3.77 457.49 461.79
10121 46 5 119 0.65 0.53 3.94 459.94 464.41
10122 46 5 121 0.65 3.43 6.18 462.44 472.06
10123 46 6 0 0.65 0.76 5.69 464.88 471.33
10124 46 6 7 0.65 0.65 7.23 459.87 467.74
10125 46 6 8 0.65 1.16 5.03 460.07 466.27
10126 46 6 9 0.65 0.62 9.11 466.19 475.92
10127 46 6 12 0.65 2.36 2.66 454.74 459.76
10128 46 6 13 0.65 1.04 3.38 454.28 458.71
10129 46 6 14 0.65 0.49 5.70 464.11 470.30
10130 46 6 15 0.65 1.32 4.18 465.39 470.90
10131 46 6 17 0.66 4.88 9.37 448.16 462.42
10132 46 6 18 0.65 0.89 7.05 466.06 474.00
10133 46 6 20 0.65 0.02 4.18 460.90 465.10
10134 46 6 21 0.65 3.57 7.44 457.55 468.56
10135 46 6 22 0.65 1.98 6.19 465.37 473.54
10136 46 6 24 0.65 0.39 5.56 467.53 473.49
10137 46 6 25 0.65 0.51 5.66 462.61 468.77
10138 46 6 26 0.65 1.20 3.25 466.39 470.84
10139 46 6 27 0.65 0.00 7.06 462.27 469.33
10140 46 6 28 0.65 3.94 6.85 458.20 468.98
10141 46 6 30 0.65 0.32 4.19 467.44 471.95
10142 46 6 31 0.65 2.51 9.30 461.50 473.31
10143 46 6 32 0.65 0.04 2.85 458.01 460.90
10144 46 6 33 0.65 4.79 10.35 462.07 477.21
10145 46 6 34 0.65 1.41 5.12 461.54 468.07
10146 46 6 36 0.65 0.00 4.33 458.93 463.26
10147 46 6 37 0.65 0.08 2.70 456.87 459.66
10148 46 6 38 0.65 1.82 6.48 465.35 473.65
10149 46 6 40 0.65 0.18 11.76 461.91 473.85
10150 46 6 41 0.65 0.38 7.21 456.81 464.40
10151 46 6 42 0.65 1.75 4.69 459.49 465.93
10152 46 6 43 0.65 1.03 7.44 462.79 471.26
10153 46 6 45 0.65 0.00 6.39 454.26 460.65
10154 46 6 46 0.65 0.16 5.15 464.89 470.20
10155 46 6 47 0.65 0.54 6.58 454.81 461.93
10156 46 6 49 0.65 0.32 5.75 455.42 461.48
10157 46 6 50 0.65 5.44 10.87 467.39 483.70
10158 46 6 51 0.65 1.55 5.31 455.71 462.57
10159 46 6 52 0.65 1.89 7.31 465.71 474.91
10160 46 6 53 0.65 0.33 6.11 464.24 470.67
10161 46 6 54 0.65 1.26 6.72 465.37 473.35
10162 46 6 55 0.65 2.17 3.87 466.61 472.65
10163 46 6 56 0.65 0.70 9.23 455.96 465.89
10164 46 6 57 0.65 4.93 6.61 460.00 471.54
10165 46 6 58 0.65 1.73 10.85 463.14 475.72
10166 46 6 59 0.66 0.10 6.28 453.39 459.77
10167 46 6 60 0.66 6.21 7.06 453.65 466.91
10168 46 6 61 0.65 1.46 4.43 462.69 468.59
10169 46 6 62 0.65 2.08 3.68 466.48 472.24
10170 46 6 66 0.65 0.68 6.02 460.50 467.20
10171 46 6 69 0.65 0.01 5.57 454.85 460.43
10172 46 6 73 0.65 5.68 6.02 466.42 478.12
10173 46 6 74 0.65 4.83 9.27 458.32 472.42
10174 46 6 75 0.65 0.60 7.57 459.51 467.68
10175 46 6 76 0.65 0.59 3.08 463.49 467.16
10176 46 6 77 0.65 0.00 4.85 457.03 461.88
10177 46 6 78 0.65 0.37 7.08 466.96 474.41
10178 46 6 79 0.65 1.96 6.24 463.80 472.01
10179 46 6 80 0.65 3.52 7.48 465.93 476.93
10180 46 6 81 0.65 4.91 6.53 467.23 478.67
10181 46 6 83 0.65 0.07 5.36 457.92 463.35
10182 46 6 84 0.65 0.75 5.64 467.08 473.48
10183 46 6 85 0.65 2.56 8.31 463.37 474.25
10184 46 6 86 0.65 1.56 5.36 459.53 466.45
10185 46 6 87 0.65 0.97 5.81 459.00 465.79
10186 46 6 89 0.65 0.02 3.58 466.88 470.47
10187 46 6 92 0.65 1.11 4.78 460.05 465.94
10188 46 6 94 0.65 0.00 6.45 463.84 470.29
10189 46 6 95 0.65 0.83 4.50 463.45 468.77
10190 46 6 96 0.65 1.57 9.88 462.89 474.34
10191 46 6 97 0.65 0.57 12.70 462.43 475.70
10192 46 6 98 0.65 1.61 6.11 461.23 468.95
10193 46 6 100 0.65 1.92 7.18 456.58 465.69
10194 46 15 3 0.65 0.94 8.07 467.89 476.90
10195 47 1 0 0.65 0.58 8.64 465.08 474.30
10196 47 1 3 0.65 2.11 8.86 467.25 478.22
10197 47 1 10 0.65 1.91 6.59 463.07 471.57
10198 47 1 12 0.65 2.51 7.17 464.83 474.51
10199 47 2 2 0.65 2.29 6.86 465.47 474.62
10200 47 2 4 0.65 2.95 6.81 460.00 469.77
10201 47 2 6 0.65 0.28 4.60 459.04 463.93
10202 47 2 8 0.65 1.22 4.50 464.46 470.18
10203 47 2 9 0.65 2.07 4.58 464.99 471.63
10204 47 2 12 0.65 0.15 4.23 465.70 470.08
10205 47 2 15 0.65 0.15 2.94 464.80 467.88
10206 47 2 16 0.65 0.02 2.88 457.97 460.87
10207 47 2 17 0.65 0.96 6.00 459.35 466.31
10208 47 2 19 0.65 2.41 4.91 461.15 468.47
10209 47 2 21 0.65 1.16 6.54 466.33 474.03
10210 47 2 22 0.65 5.34 4.13 458.68 468.15
10211 47 2 23 0.65 0.81 2.94 467.11 470.86
10212 47 2 24 0.65 1.36 4.44 455.21 461.01
10213 47 2 25 0.65 0.87 8.19 462.15 471.21
10214 47 2 26 0.65 7.44 6.63 456.90 470.97
10215 47 2 27 0.65 2.26 5.06 466.87 474.19
10216 47 2 28 0.65 2.15 8.80 467.58 478.53
10217 47 2 29 0.65 2.97 10.82 467.27 481.06
10218 47 2 30 0.65 4.19 5.72 467.24 477.15
10219 47 2 31 0.65 0.06 7.83 465.22 473.11
10220 47 2 32 0.65 0.10 7.81 460.29 468.21
10221 47 2 33 0.65 0.29 8.57 464.95 473.81
10222 47 2 34 0.65 0.64 7.87 466.03 474.54
10223 47 2 35 0.65 0.14 5.16 462.86 468.16
10224 47 2 36 0.65 0.69 3.80 467.76 472.25
10225 47 2 38 0.65 0.00 3.06 459.10 462.16
10226 47 2 41 0.65 0.20 2.44 463.35 465.99
10227 47 2 42 0.65 0.83 7.15 459.16 467.15
10228 47 2 43 0.65 1.77 3.50 463.56 468.84
10229 47 2 44 0.65 3.34 8.38 456.71 468.42
10230 47 2 45 0.65 3.61 6.54 462.49 472.64
10231 47 2 46 0.65 3.56 5.13 466.72 475.41
10232 47 2 47 0.65 2.92 6.71 460.15 469.78
10233 47 2 48 0.65 0.23 6.36 462.61 469.20
10234 47 2 49 0.65 0.16 8.04 459.18 467.38
10235 47 2 50 0.65 0.92 5.19 467.14 473.25
10236 47 2 52 0.65 4.12 2.81 460.38 467.31
10237 47 2 53 0.65 2.08 4.47 459.89 466.44
10238 47 2 54 0.65 1.45 6.74 458.16 466.35
10239 47 2 55 0.65 1.04 8.05 457.37 466.47
10240 47 2 57 0.65 0.21 5.94 467.50 473.66
10241 47 2 58 0.65 0.09 6.87 465.73 472.70
10242 47 2 59 0.65 6.78 6.45 456.88 470.11
10243 47 2 62 0.65 0.29 4.22 464.03 468.54
10244 47 2 63 0.65 1.19 7.98 460.96 470.12
10245 47 2 65 0.65 0.33 4.68 464.77 469.78
10246 47 2 67 0.65 1.09 8.91 465.40 475.41
10247 47 2 68 0.65 1.00 6.61 461.98 469.59
10248 47 2 71 0.65 1.59 5.66 458.06 465.32
10249 47 2 74 0.65 1.10 5.22 458.58 464.90
10250 47 2 75 0.65 3.18 4.16 464.14 471.48
10251 47 2 76 0.65 3.49 6.48 465.17 475.14
10252 47 2 77 0.65 0.57 2.83 465.16 468.57
10253 47 2 78 0.65 0.54 10.63 462.59 473.76
10254 47 2 84 0.65 0.85 5.01 466.16 472.02
10255 47 2 86 0.65 10.42 6.63 460.06 477.11
10256 47 2 87 0.65 4.24 6.85 463.41 474.50
10257 47 2 88 0.65 0.30 4.29 456.88 461.47
10258 47 2 90 0.65 2.74 4.22 461.65 468.61
10259 47 2 91 0.65 0.22 2.85 464.79 467.85
10260 47 2 92 0.65 0.75 3.77 457.84 462.36
10261 47 2 93 0.65 1.91 5.27 462.84 470.02
10262 47 2 95 0.65 3.62 7.23 463.31 474.15
10263 47 2 96 0.65 0.99 4.54 464.75 470.27
10264 47 2 97 0.65 0.29 3.66 463.09 467.05
10265 47 2 98 0.65 0.56 4.80 465.67 471.03
10266 47 2 100 0.65 0.88 7.32 462.22 470.42
10267 47 2 101 0.65 0.21 3.00 456.42 459.62
10268 47 2 107 0.65 3.94 4.36 464.94 473.24
10269 47 2 108 0.65 0.60 6.42 460.19 467.21
10270 47 2 109 0.65 1.26 5.62 464.18 471.05
10271 47 2 110 0.65 0.12 8.42 455.13 463.67
10272 47 2 112 0.65 2.46 3.78 466.87 473.11
10273 47 2 114 0.65 0.05 4.01 465.26 469.32
10274 47 2 116 0.65 0.93 2.31 459.48 462.72
10275 47 2 119 0.65 0.60 7.36 465.09 473.05
10276 47 2 122 0.65 3.53 8.41 459.60 471.54
10277 47 2 125 0.65 3.69 3.76 462.06 469.51
10278 47 2 126 0.65 0.21 7.13 462.99 470.33
10279 47 2 129 0.65 1.20 7.24 465.31 473.75
10280 47 2 130 0.65 0.24 6.44 463.49 470.17
10281 47 2 132 0.65 0.20 6.72 465.47 472.39
10282 47 2 133 0.65 2.51 4.54 464.17 471.21
10283 47 2 134 0.65 0.74 3.57 462.17 466.48
10284 47 2 135 0.65 2.70 2.50 455.18 460.38
10285 47 2 136 0.65 0.49 4.14 457.78 462.41
10286 47 2 138 0.65 3.72 4.70 465.63 474.05
10287 47 2 139 0.65 0.41 5.49 465.47 471.37
10288 47 2 141 0.65 0.05 4.77 463.00 467.82
10289 47 2 143 0.65 0.37 4.05 461.00 465.43
10290 47 2 144 0.65 0.27 4.24 462.37 466.88
10291 47 2 147 0.65 0.35 6.20 466.24 472.80
10292 47 2 149 0.65 7.22 4.25 460.06 471.53
10293 47 2 151 0.66 0.34 7.66 453.22 461.22
10294 47 2 154 0.65 1.47 4.20 464.16 469.84
10295 47 2 155 0.65 1.88 4.09 459.32 465.29
10296 47 2 156 0.65 2.39 3.01 466.18 471.59
10297 47 2 157 0.65 3.82 3.42 460.11 467.34
10298 47 2 158 0.65 3.05 3.71 466.22 472.98
10299 47 2 159 0.65 0.16 6.11 466.88 473.14
10300 47 2 161 0.65 0.25 3.06 465.64 468.95
10301 47 2 162 0.65 1.91 5.97 459.79 467.67
10302 47 2 163 0.65 2.13 5.53 458.14 465.80
10303 47 2 164 0.65 0.00 4.08 460.55 464.64
10304 47 2 165 0.65 1.16 4.69 461.12 466.98
10305 47 2 166 0.65 0.31 7.95 465.22 473.49
10306 47 2 167 0.65 0.25 3.35 459.38 462.98
10307 47 2 168 0.65 3.61 3.70 457.51 464.83
10308 47 2 169 0.65 0.01 5.37 466.97 472.35
10309 47 2 171 0.65 3.93 3.11 460.90 467.94
10310 47 2 174 0.65 0.43 7.00 458.73 466.16
10311 47 2 175 0.65 0.29 4.00 462.87 467.16
10312 47 2 177 0.65 1.06 4.30 455.94 461.30
10313 47 2 178 0.65 0.74 5.41 459.22 465.37
10314 47 2 182 0.65 2.02 3.96 456.97 462.95
10315 47 2 183 0.65 0.73 2.79 462.09 465.62
10316 47 2 185 0.65 0.05 7.47 467.38 474.89
10317 47 2 187 0.65 0.32 4.16 457.98 462.46
10318 47 2 188 0.65 1.66 4.39 459.42 465.47
10319 47 2 189 0.65 1.89 10.70 466.24 478.84
10320 47 2 190 0.65 1.49 7.52 459.42 468.43
10321 47 2 192 0.65 2.11 5.55 454.94 462.60
10322 47 2 193 0.65 4.46 4.82 461.28 470.56
10323 47 2 194 0.65 6.13 4.75 460.95 471.83
10324 47 2 196 0.65 0.14 5.60 462.98 468.72
10325 47 2 197 0.65 0.32 6.03 463.94 470.29
10326 47 3 1 0.65 5.17 5.00 467.36 477.53
10327 47 3 5 0.65 1.38 4.77 468.49 474.64
10328 47 3 9 0.65 0.66 10.44 455.59 466.69
10329 47 3 10 0.65 6.97 3.70 465.93 476.60
10330 47 3 12 0.65 0.06 8.93 467.07 476.06
10331 47 3 18 0.65 0.00 6.66 458.37 465.03
10332 47 3 21 0.65 0.97 3.72 467.60 472.29
10333 47 3 22 0.65 0.82 7.97 464.04 472.83
10334 47 3 23 0.65 0.13 7.77 467.83 475.73
10335 47 3 26 0.65 2.13 8.86 465.58 476.58
10336 47 3 28 0.65 4.69 8.21 466.07 478.98
10337 47 7 0 0.65 1.71 5.94 464.97 472.61
10338 47 7 9 0.65 0.20 11.89 461.04 473.13
10339 47 7 21 0.65 3.04 7.69 467.90 478.63
10340 47 9 0 0.65 0.00 8.21 466.98 475.20
10341 47 9 2 0.65 4.75 7.49 461.16 473.41
10342 47 9 3 0.65 0.48 3.31 465.82 469.61
10343 47 9 4 0.65 1.54 5.30 462.12 468.96
10344 47 9 5 0.65 3.29 10.23 461.33 474.84
10345 47 9 6 0.65 0.22 8.19 462.61 471.03
10346 47 9 7 0.65 5.39 1.76 458.64 465.79
10347 47 9 8 0.65 0.00 5.91 459.14 465.06
10348 47 9 12 0.65 8.25 5.95 464.57 478.77
10349 47 9 13 0.65 2.62 2.85 465.85 471.31
10350 47 9 14 0.65 1.95 5.40 463.54 470.89
10351 47 9 15 0.65 0.91 6.55 467.20 474.67
10352 47 9 17 0.65 2.83 4.74 465.79 473.36
10353 47 9 18 0.65 0.35 3.84 460.58 464.77
10354 47 9 20 0.65 2.32 7.51 464.73 474.56
10355 47 9 21 0.65 1.97 5.21 459.06 466.23
10356 47 9 23 0.65 3.88 2.98 461.72 468.58
10357 47 9 24 0.65 2.08 5.37 462.30 469.76
10358 47 9 31 0.65 0.58 5.78 463.26 469.62
10359 47 9 32 0.65 0.00 4.32 458.59 462.91
10360 47 9 33 0.65 0.38 6.19 464.48 471.04
10361 47 9 34 0.65 3.45 5.92 460.59 469.95
10362 47 9 37 0.65 0.66 4.09 462.19 466.94
10363 47 9 38 0.65 0.19 4.55 465.07 469.81
10364 47 9 39 0.65 0.18 4.71 460.43 465.32
10365 47 9 40 0.65 0.50 10.63 459.05 470.19
10366 47 9 41 0.65 0.41 7.01 462.80 470.21
10367 47 9 44 0.65 1.36 7.81 460.34 469.50
10368 47 9 45 0.65 1.76 10.59 466.00 478.34
10369 47 9 46 0.65 2.41 10.01 466.24 478.66
10370 47 9 48 0.65 1.55 5.45 463.80 470.81
10371 47 9 49 0.65 0.31 6.09 464.26 470.66
10372 47 9 51 0.65 3.66 3.57 459.82 467.04
10373 47 9 52 0.65 1.20 4.18 467.18 472.56
10374 47 9 53 0.65 1.91 10.95 463.73 476.59
10375 47 9 54 0.65 2.92 4.26 462.73 469.90
10376 47 9 55 0.65 1.31 4.96 462.29 468.57
10377 47 9 58 0.65 0.96 4.54 466.05 471.55
10378 47 9 59 0.65 0.40 5.33 458.96 464.70
10379 47 9 61 0.65 0.43 8.88 463.20 472.51
10380 47 9 62 0.65 3.10 6.88 465.69 475.67
10381 47 9 63 0.65 1.66 4.08 463.57 469.31
10382 47 9 64 0.65 0.59 4.55 457.22 462.36
10383 47 9 65 0.65 1.18 1.85 459.88 462.91
10384 47 9 66 0.65 0.43 7.72 462.61 470.76
10385 47 9 68 0.65 1.04 7.26 463.25 471.56
10386 47 9 69 0.65 0.19 4.65 460.22 465.06
10387 47 9 70 0.65 2.75 5.06 462.53 470.34
10388 47 9 71 0.65 1.64 5.14 455.27 462.05
10389 47 9 72 0.66 1.04 6.44 452.45 459.93
10390 47 9 73 0.65 1.05 10.80 466.23 478.08
10391 47 9 74 0.65 1.37 5.45 464.27 471.09
10392 47 9 75 0.65 0.50 8.21 459.94 468.65
10393 47 9 76 0.65 2.67 7.67 464.74 475.08
10394 47 9 77 0.65 1.52 10.79 463.72 476.03
10395 47 9 78 0.65 1.32 2.31 468.27 471.90
10396 47 9 79 0.65 2.67 5.64 467.62 475.93
10397 47 9 80 0.65 3.20 5.90 466.49 475.59
10398 47 9 81 0.65 0.71 5.40 467.73 473.84
10399 47 9 83 0.65 0.00 4.47 464.08 468.56
10400 47 9 84 0.65 2.38 4.84 466.85 474.07
10401 47 9 85 0.65 0.72 5.61 462.47 468.80
