# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
# offset = 0.00000000000000, scaling c = 1.27375411789470, Chi^2 = 2.08966656944997
#  q       exp_intensity   model_intensity error
0.11500000 2351722.25000000 2421142.75179615 49103.96093750
0.11600000 2302542.50000000 2368492.12533297 44450.58593750
0.11700001 2255273.75000000 2317855.78178798 47902.01562500
0.11800001 2209860.00000000 2268608.62632782 47335.20312500
0.11900000 2166157.00000000 2220792.05596132 54587.15625000
0.12000000 2124133.75000000 2175326.03960012 46263.63671875
0.12100001 2083683.87500000 2131745.65699121 57197.12500000
0.12200001 2044705.25000000 2088998.78723319 56587.22265625
0.12300000 2007132.37500000 2048555.18335886 41065.92968750
0.12400001 1970884.00000000 2009014.19349632 40649.48437500
0.12500000 1935869.37500000 1971342.91545958 47564.30859375
0.12600000 1902023.87500000 1933998.35535409 54350.33203125
0.12700000 1869255.37500000 1897647.00502202 35889.70312500
0.12800001 1837499.75000000 1863294.65255873 46222.30859375
0.12900001 1806693.12500000 1829533.32200613 49322.72656250
0.13000001 1776769.50000000 1796684.79549828 59352.98828125
0.13100001 1747648.75000000 1764190.85029299 41524.13671875
0.13200000 1719278.25000000 1734185.66141480 48019.44140625
0.13300000 1691601.25000000 1703777.96623536 34001.18359375
0.13400000 1664560.00000000 1674104.11264709 37078.07421875
0.13500001 1638093.12500000 1645184.00305809 33417.10156250
0.13600001 1612156.00000000 1616536.63606957 46381.73046875
0.13700001 1586702.87500000 1589516.01230888 45982.65234375
0.13800001 1561672.62500000 1561702.79504833 52097.40234375
0.13900001 1537055.50000000 1535220.33240244 38733.80078125
0.14000000 1512785.00000000 1509080.50961427 38394.48437500
0.14100000 1488824.62500000 1483399.07908928 34883.16015625
0.14200000 1465158.25000000 1458250.39622410 47141.46875000
0.14300001 1441738.12500000 1432716.56195751 34255.69921875
0.14400001 1418530.50000000 1407705.28531780 40108.95312500
0.14500001 1395533.75000000 1383271.81538981 39730.84765625
0.14600001 1372701.37500000 1359489.71147387 51455.71484375
0.14700000 1350032.00000000 1335536.52645796 32967.78125000
0.14800000 1327490.87500000 1311845.97361924 32636.36328125
0.14900000 1305062.62500000 1288669.61939598 41109.47265625
0.15000001 1282744.00000000 1264956.53703130 34864.98437500
0.15100001 1260520.12500000 1241588.00515550 31613.84570312
0.15200001 1238383.50000000 1218774.19319805 48315.53515625
0.15300001 1216317.50000000 1195791.92725851 33716.32421875
0.15400001 1194318.50000000 1173215.19278625 27767.90820312
0.15500000 1172391.87500000 1150624.28779944 35664.16015625
0.15600000 1150531.25000000 1128124.05818388 29804.51171875
0.15700001 1128743.25000000 1105759.56299152 29426.33789062
0.15800001 1107008.87500000 1084067.21192525 34322.81250000
0.15900001 1085348.87500000 1061905.08441836 33862.88671875
0.16000001 1063771.62500000 1040097.85665258 28259.09570312
0.16100001 1042274.68750000 1018183.23549273 27860.00390625
0.16200000 1020863.81250000 996658.14426406 32448.15625000
0.16300000 999547.87500000 975456.98462950 31965.54101562
0.16400000 978341.75000000 954082.75365417 31478.14648438
0.16500001 957244.62500000 932937.08193336 28602.47070312
0.16600001 936283.56250000 912178.63146440 28144.68554688
0.16700001 915446.18750000 891573.34992812 23069.24609375
0.16800001 894761.37500000 870924.60153256 22682.20312500
0.16900001 874238.37500000 850566.42829514 26751.69726562
0.17000000 853892.37500000 830263.26531370 21902.33984375
0.17100000 833737.56250000 810658.59724665 27963.55859375
0.17200001 813774.25000000 791090.62922012 25340.93164062
0.17300001 794024.68750000 771456.50558910 26941.25976562
0.17400001 774510.50000000 752366.43418568 26430.17187500
0.17500001 755230.37500000 733619.48029777 21931.89062500
0.17600001 736202.50000000 714660.28712997 21500.79492188
0.17700000 717447.43750000 696385.65719090 19155.84765625
0.17800000 698963.18750000 678446.58185227 18767.16210938
0.17900001 680777.93750000 660805.88341575 20219.10546875
0.18000001 662893.43750000 643436.73343524 23396.82421875
0.18100001 645333.00000000 626286.27111485 24664.62890625
0.18200001 628086.87500000 609325.43893876 17240.98632812
0.18300001 611179.00000000 592989.74140084 16868.54101562
0.18400002 594612.87500000 576913.21302110 18150.55859375
0.18500000 578411.37500000 561225.02042805 19365.21289062
0.18600000 562567.00000000 545776.85087659 17358.00585938
0.18700001 547099.75000000 530855.85631067 16971.03515625
0.18800001 532010.37500000 516132.17421858 18098.99414062
0.18900001 517308.56250000 501960.02765954 17691.95312500
0.19000001 502989.71875000 488064.76340187 23057.05078125
0.19100001 489079.12500000 474657.98384842 18311.12304688
0.19200000 475551.84375000 461470.60844178 13767.22558594
0.19300000 462443.75000000 448599.04444674 18839.95898438
0.19400001 449728.84375000 436233.63849430 13154.56933594
0.19500001 437426.21875000 424395.48713703 12860.33105469
0.19600001 425526.50000000 412723.16264399 13831.73925781
0.19700001 414032.25000000 401623.90808955 19674.81445312
0.19800001 402944.71875000 390722.24464265 15636.27050781
0.19900002 392260.87500000 380423.34552723 12944.61035156
0.20000000 381979.53125000 370352.16976520 14971.68750000
0.20100001 372092.56250000 360732.38061870 14656.72656250
0.20200001 362595.21875000 351407.58496494 14353.33203125
0.20300001 353494.81250000 342357.08429950 15143.71875000
0.20400001 344768.78125000 333867.47329892 10601.64062500
0.20500001 336419.68750000 325779.79142975 12474.44238281
0.20600002 328439.06250000 317799.42334502 13257.44335938
0.20700002 320821.71875000 310377.63624580 11010.60253906
0.20800000 313551.46875000 303163.39145817 9829.83886719
0.20900001 306635.90625000 296296.68252064 12556.74121094
0.21000001 300044.00000000 289675.42998211 13294.95019531
0.21100001 293783.81250000 283411.62469291 11210.79101562
0.21200001 287837.40625000 277517.12848827 9196.40527344
0.21300001 282193.65625000 271810.39160158 9058.41699219
0.21400002 276846.75000000 266302.85791747 11606.80078125
0.21500000 271785.43750000 261230.25155741 8805.84863281
0.21600001 266989.50000000 256427.28302217 9559.55957031
0.21700001 262455.56250000 251724.28428278 12873.44531250
0.21800001 258168.50000000 247307.54187898 10177.00292969
0.21900001 254114.60937500 243117.38839131 12578.67382812
0.22000001 250284.25000000 239170.28311126 14104.76953125
0.22100002 246669.82812500 235406.61832659 9856.92675781
0.22200002 243250.20312500 231777.29479655 9764.06347656
0.22300000 240017.06250000 228377.30671495 10483.94531250
0.22400001 236957.40625000 225122.64601724 8797.04394531
0.22500001 234065.43750000 222017.23347781 8728.30078125
0.22600001 231321.68750000 219154.15265932 12602.40625000
0.22700001 228719.75000000 216333.12562912 8604.43750000
0.22800002 226241.68750000 213624.86564317 10102.82324219
0.22900002 223878.12500000 211117.89861266 7723.79589844
0.23000000 221625.54687500 208725.09179497 8447.25781250
0.23100001 219463.07812500 206329.89668831 8401.04687500
0.23200001 217384.20312500 204054.87232171 9876.85156250
0.23300001 215377.20312500 201933.23581428 9071.68847656
0.23400001 213438.70312500 199764.84855023 8276.08593750
0.23500001 211543.18750000 197743.77891089 7488.62939453
0.23600002 209703.45312500 195787.98917009 8200.45410156
0.23700002 207893.14062500 193825.29329368 10390.50000000
0.23800001 206120.12500000 191907.63656678 8867.28808594
0.23900001 204359.32812500 190086.04876374 8092.62988281
0.24000001 202615.29687500 188225.09399749 9521.90625000
0.24100001 200880.85937500 186380.59852274 8021.17333984
0.24200001 199144.64062500 184599.81065629 9436.46972656
0.24300002 197400.40625000 182923.90848049 8669.82617188
0.24400002 195647.93750000 181089.26469774 7909.06835938
0.24500000 193875.87500000 179334.54898589 12161.83398438
0.24600001 192084.26562500 177629.64900150 8540.06640625
0.24700001 190268.81250000 175816.14157615 8493.59960938
0.24800001 188424.00000000 174056.25123820 9148.92773438
0.24900001 186547.87500000 172298.35114105 6995.54589844
0.25000000 184642.00000000 170547.67561805 8342.12597656
0.25100002 182694.40625000 168776.26178581 11049.35839844
0.25200000 180716.12500000 166917.58584529 6858.17724609
0.25300002 178698.29687500 165159.98428427 8170.08691406
0.25400001 176640.03125000 163311.12023094 7432.12939453
0.25500003 174539.78125000 161467.19197482 7372.56103516
0.25600001 172404.64062500 159635.79228459 10633.91894531
0.25700000 170227.45312500 157716.84190117 7905.36279297
0.25800002 168012.68750000 155852.89182251 7832.75195312
0.25900000 165762.64062500 153937.46416531 7757.69189453
0.26000002 163474.09375000 152121.71771905 8960.01562500
0.26100001 161149.71875000 150235.11869998 7599.82080078
0.26200002 158803.42187500 148282.91139263 6891.27490234
0.26300001 156418.01562500 146353.08434319 6813.56884766
0.26400000 154010.50000000 144432.37259665 7346.30078125
0.26500002 151578.43750000 142525.09497557 6652.77783203
0.26600000 149127.43750000 140619.24037667 7764.32031250
0.26700002 146655.54687500 138674.95422774 5895.55322266
0.26800001 144174.23437500 136773.68713391 8726.14550781
0.26900002 141679.06250000 134832.26693175 9754.60449219
0.27000001 139179.56250000 132997.28480806 7920.70898438
0.27100003 136673.45312500 131109.08364514 6691.53271484
0.27200001 134175.00000000 129265.15538902 6593.35986328
0.27300000 131671.45312500 127364.60478188 6494.03613281
0.27400002 129178.12500000 125605.48068663 6394.31738281
0.27500001 126703.49218750 123780.23084051 6294.62939453
0.27600002 124238.96875000 121993.59166608 5678.34277344
0.27700001 121800.11718750 120292.34377357 8126.50390625
0.27800003 119383.84375000 118573.39268906 5995.45703125
0.27900001 116996.08593750 116854.10326362 9827.67187500
0.28000000 114639.50781250 115221.58833746 5798.46630859
0.28100002 112319.22656250 113607.80157731 4751.10351562
0.28200001 110040.50000000 112046.12927275 5605.46337891
0.28300002 107801.85156250 110508.22044345 5970.06689453
0.28400001 105609.67968750 109006.50414327 5869.25830078
0.28500003 103467.42968750 107594.68702044 6214.25439453
0.28600001 101373.02343750 106188.25349900 5236.93066406
0.28700000 99338.86718750  104855.35937546 5149.72705078
0.28800002 97360.78125000  103547.47262769 5486.76708984
0.28900000 95444.90625000  102238.76988118 5397.40966797
0.29000002 93590.12500000  101087.47528028 4085.20922852
0.29100001 91801.94531250  99921.95045759  7237.66552734
0.29200003 90080.04687500  98830.24366651  5542.62597656
0.29300001 88427.21875000  97752.05061053  5849.46093750
0.29400000 86843.56250000  96763.86619515  4227.11035156
0.29500002 85330.32031250  95802.47042105  5304.13281250
0.29600000 83889.63281250  94874.52064376  5232.19628906
0.29700002 82521.59375000  94038.00252924  5164.20166016
0.29800001 81227.51562500  93192.37906302  4735.97021484
0.29900002 80008.98437500  92487.58503646  3960.44506836
0.30000001 78863.12500000  91776.30282486  3916.73730469
0.30100003 77795.50000000  91106.07928115  3876.55004883
0.30200002 76798.15625000  90429.04911388  4188.57177734
0.30300000 75878.23437500  89886.58907892  4844.06640625
0.30400002 75031.01562500  89346.13918718  4805.73681641
0.30500001 74253.03125000  88862.37135368  4089.85717773
0.30600002 73548.02343750  88408.57654677  3725.57543945
0.30700001 72916.85156250  87984.29701107  3705.63452148
0.30800003 72350.81250000  87592.54796139  3688.80639648
0.30900002 71854.42968750  87237.70792751  3675.35424805
0.31000000 71423.60937500  86921.99602795  3331.91137695
0.31100002 71053.42187500  86612.96138630  3657.83032227
0.31200001 70749.32031250  86390.75099995  4318.18505859
0.31300002 70505.51562500  86072.03383676  4317.05322266
0.31400001 70321.79687500  85916.22783501  3654.97558594
0.31500003 70192.53125000  85692.28593916  4325.26416016
0.31600001 70116.28906250  85536.44013259  5001.04443359
0.31700000 70093.17968750  85383.59958965  4012.13354492
0.31800002 70115.92187500  85211.10541872  5368.07519531
0.31900001 70190.50000000  85084.64551770  5727.54492188
0.32000002 70304.33593750  84969.61955013  3723.66943359
0.32100001 70460.18750000  84861.97737597  4083.87255859
0.32200003 70657.44531250  84746.32448254  6162.03613281
0.32300001 70888.81250000  84658.82354537  4478.75537109
0.32400000 71148.74218750  84533.87622736  4162.20166016
0.32500002 71441.96093750  84433.07053038  4890.91699219
0.32600001 71764.58593750  84312.46193734  3872.05834961
0.32700002 72113.36718750  84255.63061103  4612.37109375
0.32800001 72486.92187500  84144.91351482  6439.01367188
0.32900003 72876.32812500  84029.61886474  3968.11645508
0.33000001 73285.28125000  83940.69490538  4002.47583008
0.33100003 73707.00781250  83804.72165330  4771.79199219
0.33200002 74147.64843750  83717.08139926  6296.24804688
0.33300000 74593.31250000  83590.26325490  3737.12500000
0.33400002 75051.05468750  83417.23171895  3771.31567383
0.33500001 75512.64062500  83295.45883504  4947.58837891
0.33600003 75978.53906250  83132.41830795  3840.71533203
0.33700001 76443.21875000  82967.36763764  5425.93994141
0.33800003 76911.30468750  82773.77193852  4302.03417969
0.33900002 77376.50000000  82585.26628028  3946.20166016
0.34000000 77839.35937500  82394.15838218  5175.92822266
0.34100002 78297.29687500  82208.51867070  4418.31689453
0.34200001 78751.07812500  81975.33708189  4862.09179688
0.34300002 79195.50000000  81791.18507541  5312.43457031
0.34400001 79632.35156250  81536.30986178  4120.97412109
0.34500003 80057.58593750  81326.71262656  4985.98681641
0.34600002 80475.41406250  81071.62843765  5026.49462891
0.34700000 80877.71875000  80795.77111029  5066.18017578
0.34800002 81267.99218750  80553.76280349  5956.13134766
0.34900001 81642.61718750  80278.90557214  4714.86132812
0.35000002 82006.35937500  80009.22794249  6476.45263672
0.35100001 82358.46093750  79751.30268482  5218.23242188
0.35200003 82690.71875000  79476.08223452  6129.86328125
0.35300002 83010.56250000  79239.47743152  4848.64697266
0.35400000 83317.95312500  78942.35935671  4436.68115234
0.35500002 83607.28125000  78701.23173147  5804.01757812
0.35600001 83882.81250000  78456.09874660  5839.50195312
0.35700002 84142.06250000  78189.12784446  5422.11474609
0.35800001 84387.82031250  77924.44571924  4998.71289062
0.35900003 84622.13281250  77703.04635602  4569.59570312
0.36000001 84841.17968750  77465.02350644  4594.14990234
0.36100003 85045.57812500  77245.83828613  5079.77294922
0.36200002 85237.69531250  77029.93696314  4641.19287109
0.36300001 85416.38281250  76876.36500670  4663.73437500
0.36400002 85585.39062500  76685.77954681  5622.96044922
0.36500001 85742.25000000  76501.69222316  5648.69970703
0.36600003 85893.21093750  76376.01349166  5201.26367188
0.36700001 86031.78906250  76240.05019078  6648.53710938
0.36800003 86166.17968750  76128.51212023  5246.22851562
0.36900002 86290.95312500  76081.29863264  6704.80761719
0.37000000 86406.93750000  75983.68229655  4808.54589844
0.37100002 86519.14062500  75947.40518220  6276.09863281
0.37200001 86627.88281250  75944.99201522  5331.51318359
0.37300003 86730.10937500  75971.15373065  6811.78320312
0.37400001 86832.65625000  75990.20531080  4884.33691406
0.37500003 86929.96093750  76050.16629078  5393.13525391
0.37600002 87028.32031250  76144.28975425  6397.88720703
0.37700000 87127.78125000  76248.41915339  6422.18896484
0.37800002 87226.32031250  76366.17175086  6942.34326172
0.37900001 87329.53125000  76539.84513948  6471.11816406
0.38000003 87434.54687500  76729.37577174  4996.88476562
0.38100001 87540.39843750  76972.46378417  5016.06494141
0.38200003 87654.20312500  77205.77971424  6546.45458984
0.38300002 87769.31250000  77467.53120986  7583.26904297
0.38400000 87892.79687500  77791.25382869  6090.97070312
0.38500002 88020.69531250  78094.24808948  6625.31787109
0.38600001 88157.97656250  78444.90861765  6141.08496094
0.38700002 88295.90625000  78807.30161540  5652.70410156
0.38800001 88446.58593750  79212.41015651  7225.20166016
0.38900003 88606.31250000  79624.73829616  9330.24511719
0.39000002 88776.02343750  80089.51923234  6248.05664062
0.39100003 88953.60156250  80571.32170303  7322.66113281
0.39200002 89140.64062500  81037.23210087  6305.80908203
0.39300001 89338.89062500  81550.79383927  8447.88574219
0.39400002 89548.47656250  82072.68473547  6897.47167969
0.39500001 89763.40625000  82599.99406227  6398.33593750
0.39600003 89991.85156250  83132.74172208  7502.62109375
0.39700001 90228.32812500  83724.89309444  7002.62060547
0.39800003 90478.82812500  84277.99096652  7039.70556641
0.39900002 90736.42968750  84871.27180054  8166.27929688
0.40000001 90999.82812500  85467.95594635  8757.82324219
0.40100002 91275.78906250  86061.80399900  9356.68164062
0.40200001 91565.28906250  86669.02646989  7195.65820312
0.40300003 91860.21093750  87273.14416512  7236.74804688
0.40400001 92165.63281250  87899.11470443  7278.78125000
0.40500003 92478.90625000  88502.58557140  6195.16259766
0.40600002 92802.26562500  89128.82479322  7365.25195312
0.40700001 93131.85937500  89744.62520200  7409.57080078
0.40800002 93466.80468750  90343.83695363  6881.02636719
0.40900001 93808.95312500  90956.84107407  5769.25097656
0.41000003 94158.88281250  91545.14630607  7546.36425781
0.41100001 94512.35156250  92132.24744238  7593.12255859
0.41200003 94869.85937500  92688.05204196  5877.18798828
0.41300002 95227.89843750  93251.62853191  8279.11425781
0.41400003 95592.41406250  93778.43532290  6545.69091797
0.41500002 95961.79687500  94326.79642186  7784.42138672
0.41600001 96329.09375000  94833.25300058  8435.53906250
0.41700003 96700.88281250  95345.31210718  6063.14550781
0.41800001 97074.33593750  95785.68273983  10371.90820312
0.41900003 97442.27343750  96254.98152264  6752.75000000
0.42000002 97812.07031250  96686.30651081  8029.88232422
0.42100003 98181.62500000  97103.86898379  7457.87695312
0.42200002 98546.53125000  97486.25395046  7503.33349609
0.42300001 98906.86718750  97851.54274858  6919.52441406
0.42400002 99263.54687500  98180.03199414  8226.46679688
0.42500001 99611.84375000  98493.30584872  8274.75585938
0.42600003 99956.03125000  98786.05036934  9603.27636719
0.42700002 100296.85937500 99014.40064859  9014.68164062
0.42800003 100629.29687500 99275.28141386  8418.14453125
0.42900002 100956.10937500 99479.86821784  7814.00341797
0.43000001 101273.30468750 99650.92941539  7202.05126953
0.43100002 101578.38281250 99800.54576823  11189.87500000
0.43200001 101877.61718750 99928.88644681  7940.34179688
0.43300003 102164.27343750 100005.11266980 7315.98388672
0.43400002 102440.07031250 100079.41831041 8021.05761719
0.43500003 102704.09375000 100108.73455753 10075.27246094
0.43600002 102960.16406250 100126.47755435 9448.65429688
0.43700001 103201.19531250 100115.99893649 13560.63769531
0.43800002 103423.39843750 100061.43648470 7491.47412109
0.43900001 103638.24218750 99998.88321607  7524.13671875
0.44000003 103840.21093750 99894.79362175  8242.83691406
0.44100001 104026.52343750 99796.54538420  11724.83007812
0.44200003 104202.35937500 99698.76485324  7616.67187500
0.44300002 104362.42187500 99508.49783188  7645.59130859
0.44400004 104506.54687500 99328.89850126  8370.97460938
0.44500002 104633.75781250 99138.95986963  6999.99853516
0.44600001 104748.18750000 98932.62165374  7725.70263672
0.44700003 104847.91406250 98671.97971736  9159.51464844
0.44800001 104931.32031250 98413.46733866  9893.97460938
0.44900003 105001.32812500 98168.41893902  7796.34912109
0.45000002 105056.82812500 97906.25446843  9949.93261719
0.45100003 105088.54687500 97591.40832361  9262.50488281
0.45200002 105112.57031250 97306.42574214  9285.11914062
0.45300001 105119.50781250 96977.22996110  8590.36621094
0.45400003 105112.88281250 96672.97189739  7891.35009766
0.45500001 105092.49218750 96371.53002443  9344.82421875
0.45600003 105055.35937500 96022.53134733  7921.69970703
0.45700002 105004.15625000 95686.86728365  7935.16455078
0.45800003 104938.78125000 95369.14524087  7947.53906250
0.45900002 104857.01562500 95030.51571838  10129.18847656
0.46000001 104766.17187500 94695.36911732  10142.41308594
0.46100003 104657.00000000 94376.81117339  7252.73046875
0.46200001 104537.70312500 94063.31839233  7260.14355469
0.46300003 104399.65625000 93704.01026784  7992.83837891
0.46400002 104252.07812500 93401.95142023  10180.21582031
0.46500003 104095.17968750 93090.32946552  7276.25341797
0.46600002 103923.07031250 92789.99217621  8007.79248047
0.46700001 103740.45312500 92491.45605483  9467.35351562
0.46800002 103549.31250000 92206.12518122  8013.16406250
0.46900001 103344.20312500 91934.37770113  9471.49609375
0.47000003 103128.76562500 91674.21342255  10200.46679688
0.47100002 102903.44531250 91430.29946017  7285.56396484
0.47200003 102669.35156250 91201.37201109  12383.46484375
0.47300002 102427.50781250 90987.46092892  8739.11523438
0.47400004 102173.10156250 90792.49693925  7279.83398438
0.47500002 101912.84375000 90596.81646289  10187.20800781
0.47600001 101642.37500000 90427.37731160  8727.01464844
0.47700003 101363.31250000 90260.38615650  8721.29980469
0.47800002 101081.14062500 90120.45232520  7988.94824219
0.47900003 100791.96093750 90017.29814406  7982.72363281
0.48000002 100494.51562500 89921.00034251  8700.81542969
0.48100004 100195.64843750 89831.63853018  9417.38964844
0.48200002 99887.02343750  89763.94048905  7960.49658203
0.48300001 99572.98437500  89718.63265703  7228.99902344
0.48400003 99256.33593750  89686.64948723  10831.34863281
0.48500001 98934.55468750  89664.65732628  7212.32910156
0.48600003 98610.35937500  89691.51562600  9364.53320312
0.48700002 98281.60156250  89686.21163425  11510.74121094
0.48800004 97948.12500000  89718.81177870  10776.74316406
0.48900002 97608.50000000  89782.92738637  9326.49218750
0.49000001 97271.67187500  89818.09494147  10746.08789062
0.49100003 96933.50000000  89951.13258836  8584.43164062
0.49200001 96590.53125000  90030.69246471  8571.44433594
0.49300003 96248.31250000  90153.26144494  10698.00097656
0.49400002 95905.20312500  90254.30597083  7833.05761719
0.49500003 95559.95312500  90399.72291555  9953.52539062
0.49600002 95215.17187500  90536.39275192  11357.26660156
0.49700001 94869.32812500  90696.62703947  11338.78222656
